experiment,label,precision,recall,f1
6,"Reductio ad hitlerum",0.0,0.0,0.0
6,"Glittering generalities (Virtue)",0.44,0.3055555555555556,0.36065573770491804
6,"Repetition",0.5,0.21739130434782608,0.30303030303030304
6,"Thought-terminating cliché",0.3888888888888889,0.18421052631578946,0.25
6,"Smears",0.5508474576271186,0.45774647887323944,0.5
6,"Appeal to authority",0.75,0.7142857142857143,0.7317073170731706
6,"Flag-waving",0.5,0.3333333333333333,0.4
6,"Bandwagon",0.6,0.42857142857142855,0.5
6,"Whataboutism",0.1111111111111111,0.047619047619047616,0.06666666666666667
6,"Name calling/Labeling",0.5180722891566265,0.3706896551724138,0.43216080402010054
6,"Loaded Language",0.5520833333333334,0.3925925925925926,0.4588744588744589
6,"Misrepresentation of Someone's Position (Straw Man)",0.0,0.0,0.0
7,"Ad Hominem",0.6986899563318777,0.6530612244897959,0.6751054852320675
7,"Appeal to authority",0.75,0.7142857142857143,0.7317073170731706
7,"Appeal to fear/prejudice",0.26666666666666666,0.14814814814814814,0.19047619047619047
7,"Bandwagon",0.6,0.42857142857142855,0.5
7,"Black-and-white Fallacy/Dictatorship",0.36,0.16981132075471697,0.23076923076923075
7,"Causal Oversimplification",0.1111111111111111,0.047619047619047616,0.06666666666666667
7,"Distraction",0.38461538461538464,0.17857142857142858,0.24390243902439027
7,"Doubt",0.375,0.125,0.1875
7,"Exaggeration/Minimisation",0.375,0.1111111111111111,0.17142857142857143
7,"Flag-waving",0.5,0.3333333333333333,0.4
7,"Glittering generalities (Virtue)",0.44,0.3055555555555556,0.36065573770491804
7,"Loaded Language",0.5520833333333334,0.3925925925925926,0.4588744588744589
7,"Logos",0.7307692307692307,0.6653696498054474,0.6965376782077393
7,"Misrepresentation of Someone's Position (Straw Man)",0.0,0.0,0.0
7,"Name calling/Labeling",0.5180722891566265,0.3706896551724138,0.43216080402010054
7,"Obfuscation, Intentional vagueness, Confusion",0.0,0.0,0.0
7,"Presenting Irrelevant Data (Red Herring)",0.0,0.0,0.0
7,"Reductio ad hitlerum",0.0,0.0,0.0
7,"Repetition",0.5,0.21739130434782608,0.30303030303030304
7,"Slogans",0.48484848484848486,0.32,0.38554216867469876
7,"Smears",0.5508474576271186,0.45774647887323944,0.5
7,"Thought-terminating cliché",0.3888888888888889,0.18421052631578946,0.25
7,"Whataboutism",0.1111111111111111,0.047619047619047616,0.06666666666666667
8,"Appeal to authority",0.75,0.7142857142857143,0.7317073170731706
8,"Appeal to fear/prejudice",0.26666666666666666,0.14814814814814814,0.19047619047619047
8,"Bandwagon",0.6,0.42857142857142855,0.5
8,"Black-and-white Fallacy/Dictatorship",0.36,0.16981132075471697,0.23076923076923075
8,"Causal Oversimplification",0.1111111111111111,0.047619047619047616,0.06666666666666667
8,"Doubt",0.375,0.125,0.1875
8,"Exaggeration/Minimisation",0.375,0.1111111111111111,0.17142857142857143
8,"Flag-waving",0.5,0.3333333333333333,0.4
8,"Glittering generalities (Virtue)",0.44,0.3055555555555556,0.36065573770491804
8,"Loaded Language",0.5520833333333334,0.3925925925925926,0.4588744588744589
8,"Misrepresentation of Someone's Position (Straw Man)",0.0,0.0,0.0
8,"Name calling/Labeling",0.5180722891566265,0.3706896551724138,0.43216080402010054
8,"Obfuscation, Intentional vagueness, Confusion",0.0,0.0,0.0
8,"Presenting Irrelevant Data (Red Herring)",0.0,0.0,0.0
8,"Reductio ad hitlerum",0.0,0.0,0.0
8,"Repetition",0.5,0.21739130434782608,0.30303030303030304
8,"Slogans",0.48484848484848486,0.32,0.38554216867469876
8,"Smears",0.5508474576271186,0.45774647887323944,0.5
8,"Thought-terminating cliché",0.3888888888888889,0.18421052631578946,0.25
8,"Whataboutism",0.1111111111111111,0.047619047619047616,0.06666666666666667
9,"Appeal to authority",0.7288135593220338,0.6825396825396826,0.7049180327868851
9,"Appeal to fear/prejudice",0.23076923076923078,0.1111111111111111,0.15
9,"Bandwagon",0.75,0.42857142857142855,0.5454545454545454
9,"Black-and-white Fallacy/Dictatorship",0.34782608695652173,0.1509433962264151,0.2105263157894737
9,"Causal Oversimplification",0.1111111111111111,0.047619047619047616,0.06666666666666667
9,"Doubt",0.5714285714285714,0.16666666666666666,0.25806451612903225
9,"Exaggeration/Minimisation",0.375,0.1111111111111111,0.17142857142857143
9,"Flag-waving",0.4482758620689655,0.30952380952380953,0.3661971830985915
9,"Glittering generalities (Virtue)",0.5,0.2777777777777778,0.35714285714285715
9,"Loaded Language",0.5408163265306123,0.3925925925925926,0.4549356223175966
9,"Misrepresentation of Someone's Position (Straw Man)",0.0,0.0,0.0
9,"Name calling/Labeling",0.5443037974683544,0.3706896551724138,0.441025641025641
9,"Obfuscation, Intentional vagueness, Confusion",0.0,0.0,0.0
9,"Presenting Irrelevant Data (Red Herring)",0.0,0.0,0.0
9,"Reductio ad hitlerum",0.0,0.0,0.0
9,"Repetition",0.5,0.21739130434782608,0.30303030303030304
9,"Slogans",0.5172413793103449,0.3,0.379746835443038
9,"Smears",0.5652173913043478,0.45774647887323944,0.5058365758754865
9,"Thought-terminating cliché",0.3888888888888889,0.18421052631578946,0.25
9,"Whataboutism",0.14285714285714285,0.047619047619047616,0.07142857142857142
10,"Appeal to authority",0.7068965517241379,0.6507936507936508,0.6776859504132232
10,"Appeal to fear/prejudice",0.16666666666666666,0.037037037037037035,0.06060606060606061
10,"Bandwagon",0.75,0.42857142857142855,0.5454545454545454
10,"Black-and-white Fallacy/Dictatorship",0.3,0.11320754716981132,0.1643835616438356
10,"Causal Oversimplification",0.0,0.0,0.0
10,"Doubt",0.0,0.0,0.0
10,"Exaggeration/Minimisation",0.5,0.1111111111111111,0.1818181818181818
10,"Flag-waving",0.5217391304347826,0.2857142857142857,0.3692307692307692
10,"Glittering generalities (Virtue)",0.5,0.19444444444444445,0.28
10,"Loaded Language",0.5568181818181818,0.362962962962963,0.4394618834080717
10,"Misrepresentation of Someone's Position (Straw Man)",0.0,0.0,0.0
10,"Name calling/Labeling",0.5396825396825397,0.29310344827586204,0.37988826815642457
10,"Obfuscation, Intentional vagueness, Confusion",0.0,0.0,0.0
10,"Presenting Irrelevant Data (Red Herring)",0.0,0.0,0.0
10,"Reductio ad hitlerum",0.0,0.0,0.0
10,"Repetition",0.5,0.13043478260869565,0.20689655172413793
10,"Slogans",0.5263157894736842,0.2,0.28985507246376807
10,"Smears",0.5420560747663551,0.4084507042253521,0.465863453815261
10,"Thought-terminating cliché",0.5,0.10526315789473684,0.17391304347826086
10,"Whataboutism",0.3333333333333333,0.047619047619047616,0.08333333333333333
11,"Appeal to authority",0.7857142857142857,0.6984126984126984,0.7394957983193275
11,"Appeal to fear/prejudice",0.2727272727272727,0.1111111111111111,0.15789473684210525
11,"Bandwagon",0.6666666666666666,0.2857142857142857,0.4
11,"Black-and-white Fallacy/Dictatorship",0.2631578947368421,0.09433962264150944,0.13888888888888887
11,"Causal Oversimplification",0.125,0.047619047619047616,0.06896551724137931
11,"Doubt",0.2857142857142857,0.08333333333333333,0.12903225806451613
11,"Exaggeration/Minimisation",0.6,0.1111111111111111,0.18750000000000003
11,"Flag-waving",0.48,0.2857142857142857,0.3582089552238806
11,"Glittering generalities (Virtue)",0.5,0.2777777777777778,0.35714285714285715
11,"Loaded Language",0.5698924731182796,0.3925925925925926,0.4649122807017544
11,"Misrepresentation of Someone's Position (Straw Man)",0.0,0.0,0.0
11,"Name calling/Labeling",0.5606060606060606,0.31896551724137934,0.4065934065934066
11,"Obfuscation, Intentional vagueness, Confusion",0.0,0.0,0.0
11,"Presenting Irrelevant Data (Red Herring)",0.0,0.0,0.0
11,"Reductio ad hitlerum",0.0,0.0,0.0
11,"Repetition",0.6666666666666666,0.2608695652173913,0.37500000000000006
11,"Slogans",0.5909090909090909,0.26,0.36111111111111116
11,"Smears",0.5686274509803921,0.4084507042253521,0.47540983606557374
11,"Thought-terminating cliché",0.35714285714285715,0.13157894736842105,0.1923076923076923
11,"Whataboutism",0.14285714285714285,0.047619047619047616,0.07142857142857142
